date;session_start_time;session_end_time;duration_seconds;counted_in_total;algorithm_segment;threshold_seconds;method2_session_order;source;event_count;start_event_id;end_event_id;start_action;end_action;session_id;connection_id;username;user_id;stoys_id;path;browser;os;os_version;device_model;country;city;ip;user_agent;brand;branch;user_type;school_name;grade;class_name
12.01.2026;2026-01-12T07:37:33.571000Z;2026-01-12T07:37:36.064000Z;2;TRUE;post_switch_connect_disconnect;300;50;events;2;6964a4bd586141632e0257a7;6964a4c0114b42ad16067cf8;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XD6tbcisjoECIqA=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
12.01.2026;2026-01-12T07:37:36.903000Z;2026-01-12T07:37:39.617000Z;2;TRUE;post_switch_connect_disconnect;300;51;events;2;6964a4c0400c45a75507b89c;6964a4c344e8e4a8610bd6c3;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XD6uFe2gDoECIbg=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
12.01.2026;2026-01-12T07:37:37.982000Z;2026-01-12T07:37:46.866000Z;8;TRUE;post_switch_connect_disconnect;300;52;events;2;6964a4c1e8dce93ea9037775;6964a4ca2c63d653c40d4da6;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XD6uVd4fDoECJWg=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
12.01.2026;2026-01-12T07:37:46.601000Z;2026-01-12T07:37:56.320000Z;9;TRUE;post_switch_connect_disconnect;300;53;events;2;6964a4cab51f6520a301bdd4;6964a4d4df561c2ae90801d9;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XD6vpe-5joECF1Q=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
12.01.2026;2026-01-12T07:38:02.848000Z;2026-01-12T07:38:26.011000Z;23;TRUE;post_switch_connect_disconnect;300;54;events;2;6964a4dacfe7f2b97c0eac12;6964a4f22ad910a4f80cf114;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XD6yFffaDoECHIQ=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
12.01.2026;2026-01-12T08:39:31.108000Z;2026-01-12T08:39:37.171000Z;6;TRUE;post_switch_connect_disconnect;300;55;events;2;6964b34315d9c62e790476c4;6964b349f46d6be1f90b9ff6;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XEDybe3TDoECE8Q=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
12.01.2026;2026-01-12T12:46:17.922000Z;2026-01-12T12:46:26.010000Z;8;TRUE;post_switch_connect_disconnect;300;56;events;2;6964ed19a8d66371dc04616a;6964ed229c7ca011c70f3e15;Connect;Disconnect;web_01KES3WAH5QGVESV9HTKKAZZ51;XEn8DdElDoECF_Q=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T05:31:18.444000Z;2026-01-13T05:31:21.275000Z;2;TRUE;post_switch_connect_disconnect;300;57;events;2;6965d8a6dba1313d7b0ffb54;6965d8a9ffdea4c32d0fc48e;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XG7J8foWjoECGLQ=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T06:38:41.424000Z;2026-01-13T06:38:43.983000Z;2;TRUE;post_switch_connect_disconnect;300;58;events;2;6965e87130bd9e15df0a2170;6965e8733d7323394b00a8ae;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHFBuct6DoECHJQ=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T06:38:58.376000Z;2026-01-13T06:39:03.275000Z;4;TRUE;post_switch_connect_disconnect;300;59;events;2;6965e882f319d570800b08c0;6965e88720cce4c5a3028faf;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHFEQdC2joECGSQ=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T06:39:32.428000Z;2026-01-13T06:39:40.998000Z;8;TRUE;post_switch_connect_disconnect;300;60;events;2;6965e8a446f03219fc0d17be;6965e8ac9f3df32638047583;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHFJadhhDoECEdg=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T06:46:08.826000Z;2026-01-13T06:46:13.742000Z;4;TRUE;post_switch_connect_disconnect;300;61;events;2;6965ea30e9702cc00301d154;6965ea35834c3c452809ee48;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHGHmeILjoECHOQ=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T06:53:00.957000Z;2026-01-13T06:53:05.164000Z;4;TRUE;post_switch_connect_disconnect;300;62;events;2;6965ebcc999c31652f04cf23;6965ebd196d0a4061d0db8bc;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHHH-cOIjoECGJg=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T07:17:29.699000Z;2026-01-13T07:17:32.392000Z;2;TRUE;post_switch_connect_disconnect;300;63;events;2;6965f18913e43098a8086c3e;6965f18c3e0d48145309d60e;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHKtgfklDoECE8w=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T07:17:43.036000Z;2026-01-13T07:17:45.773000Z;2;TRUE;post_switch_connect_disconnect;300;64;events;2;6965f197675e1ce62702bcdf;6965f199133c8fcf190e0c11;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHKvjf5mjoECHAA=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T07:57:25.227000Z;2026-01-13T07:57:26.065000Z;0;TRUE;post_switch_connect_disconnect;300;65;events;2;6965fae5f642a472680a9120;6965fae673596c9c810462d0;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHQjNe2vjoECF3g=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T07:57:26.161000Z;2026-01-13T07:57:30.084000Z;3;TRUE;post_switch_connect_disconnect;300;66;events;2;6965fae66dab695a58039abf;6965faea0c2c0161ee0bd420;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHQj7eTfjoECJWg=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T08:28:12.237000Z;2026-01-13T08:28:18.310000Z;6;TRUE;post_switch_connect_disconnect;300;67;events;2;6966021cad677fa96a017c45;69660222a8432b39c3014a15;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHVEZci_joECJ7g=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T10:26:07.809000Z;2026-01-13T10:26:13.828000Z;6;TRUE;post_switch_connect_disconnect;300;68;events;2;69661dbfaa88ff0a6108c456;69661dc545513c8a870505e6;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHmVoengjoECFyA=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T10:43:12.654000Z;2026-01-13T10:43:18.478000Z;5;TRUE;post_switch_connect_disconnect;300;69;events;2;696621c0816785b3460a80dc;696621c62e3ba9906a07fa2a;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHo2EdksDoECFUQ=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T10:43:30.971000Z;2026-01-13T10:43:32.073000Z;1;TRUE;post_switch_connect_disconnect;300;70;events;2;696621d2957fd35ee300e73e;696621d44a0a96da5f056977;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHo4ke5TDoECGuA=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T10:43:55.506000Z;2026-01-13T10:43:57.945000Z;2;TRUE;post_switch_connect_disconnect;300;71;events;2;696621eb300817a87d0bb7a9;696621ed3ef3264f2d0caf37;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHo8qc2zDoECFDg=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T10:44:01.484000Z;2026-01-13T10:44:03.114000Z;1;TRUE;post_switch_connect_disconnect;300;72;events;2;696621f1668329e0f5004087;696621f35faebfa5620a062f;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHo84dDYDoECGTA=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T10:48:19.017000Z;2026-01-13T10:48:22.446000Z;3;TRUE;post_switch_connect_disconnect;300;73;events;2;696622f3c87a8002c10a858a;696622f6a16e17b5370d0795;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHpl8fGZjoECJ8w=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T10:51:45.659000Z;2026-01-13T10:51:48.105000Z;2;TRUE;post_switch_connect_disconnect;300;74;events;2;696623c15f7006b0fc01b4b5;696623c44b1d485c0002d454;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHqGPdgYjoECJ4g=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T10:51:48.667000Z;2026-01-13T10:51:53.340000Z;4;TRUE;post_switch_connect_disconnect;300;75;events;2;696623c4a16e17b5370d07a0;696623c9b65118d774077596;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHqGue_BjoECGFA=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T10:51:55.195000Z;2026-01-13T10:51:57.134000Z;1;TRUE;post_switch_connect_disconnect;300;76;events;2;696623cb300817a87d0bb7c2;696623cd3bc5b42ffd003236;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHqHXekzjoECFhg=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T10:51:57.006000Z;2026-01-13T10:51:59.495000Z;2;TRUE;post_switch_connect_disconnect;300;77;events;2;696623cd68a3e397a902e2e8;696623cf5ed6c0464d058bc4;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHqH9cI6DoECHtQ=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T10:52:07.084000Z;2026-01-13T10:52:15.187000Z;8;TRUE;post_switch_connect_disconnect;300;78;events;2;696623d7740f65aaae0bd362;696623df033cf462f0099373;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XHqJce9CDoECJ8A=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T12:56:37.798000Z;2026-01-13T12:56:40.260000Z;2;TRUE;post_switch_connect_disconnect;300;79;events;2;69664105d78ea1dcce094253;69664108fc82ae7d870148e5;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XH8YzePyjoECFcA=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T13:06:18.460000Z;2026-01-13T13:06:36.467000Z;18;TRUE;post_switch_connect_disconnect;300;80;events;2;6966434ab51c4080c5079546;6966435c9cca67cca50ca532;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XH9zheo-joECEPw=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
13.01.2026;2026-01-13T13:06:36.254000Z;2026-01-13T13:06:40.507000Z;4;TRUE;post_switch_connect_disconnect;300;81;events;2;6966435c6ffb6cf8ba0e18e8;69664360d78ea1dcce094270;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XH92TdJBjoECHNw=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
14.01.2026;2026-01-14T07:03:06.159000Z;2026-01-14T07:03:08.510000Z;2;TRUE;post_switch_connect_disconnect;300;82;events;2;69673faa55f3c0d18e07fe18;69673fac058b41c39509a5ac;Connect;Disconnect;web_01KEXN1B1QYB4NAFSH3MBD21RE;XKbihd0aDoECJvA=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;85.153.201.176, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
14.01.2026;2026-01-14T07:03:07.354000Z;2026-01-14T07:03:18.639000Z;11;TRUE;post_switch_connect_disconnect;300;83;events;2;69673fabec5e3fabd2057b23;69673fb6e8e5d30e1506fa41;Connect;Disconnect;web_01KEXN1B1QYB4NAFSH3MBD21RE;XKbivfFZDoECGSw=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;85.153.201.176, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
14.01.2026;2026-01-14T07:03:19.435000Z;2026-01-14T07:03:24.313000Z;4;TRUE;post_switch_connect_disconnect;300;84;events;2;69673fb70a08cf03a801434a;69673fbcd16ea9190d070e3a;Connect;Disconnect;web_01KEXN1B1QYB4NAFSH3MBD21RE;XKbkgcV8DoECHyg=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;85.153.201.176, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
14.01.2026;2026-01-14T07:03:46.434000Z;2026-01-14T07:03:48.901000Z;2;TRUE;post_switch_connect_disconnect;300;85;events;2;69673fd28ac66cecc10df2cb;69673fd48c92de708101d8ee;Connect;Disconnect;web_01KEXN2JA9NY6BAMTGHP942CQ2;XKbozd1fDoECHew=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;85.153.201.176, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
14.01.2026;2026-01-14T07:04:09.337000Z;2026-01-14T07:04:13.449000Z;4;TRUE;post_switch_connect_disconnect;300;86;events;2;69673fe98ac66cecc10df2cc;69673fedea408546cb0cd889;Connect;Disconnect;web_01KEXN2JA9NY6BAMTGHP942CQ2;XKbsaf2ODoECH1Q=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;85.153.201.176, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
14.01.2026;2026-01-14T07:53:59.452000Z;2026-01-14T07:54:02.480000Z;3;TRUE;post_switch_connect_disconnect;300;87;events;2;69674b970a87e2502a09630e;69674b9abc272fe0870d946f;Connect;Disconnect;web_01KEXN2JA9NY6BAMTGHP942CQ2;XKi_pdfFjoECIGw=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;85.153.201.176, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
14.01.2026;2026-01-14T07:55:07.353000Z;2026-01-14T07:56:18.616000Z;71;TRUE;post_switch_connect_disconnect;300;88;events;2;69674bdb24a35d4ec90caab5;69674c22d7cde5dc8c0f918f;Connect;Disconnect;web_01KEXN2JA9NY6BAMTGHP942CQ2;XKjHpd0CDoECIQA=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;85.153.201.176, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
14.01.2026;2026-01-14T07:56:17.749000Z;2026-01-14T07:56:20.268000Z;2;TRUE;post_switch_connect_disconnect;300;89;events;2;69674c21986e1f0db8092bb1;69674c24b1d1a400bf0fffa5;Connect;Disconnect;web_01KEXN2JA9NY6BAMTGHP942CQ2;XKjVQdPvDoECIOg=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;85.153.201.176, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
14.01.2026;2026-01-14T09:53:16.420000Z;2026-01-14T09:53:19.911000Z;3;TRUE;post_switch_connect_disconnect;300;90;events;2;6967678cf64c2cf20e054e15;6967678f00014569c1061a4c;Connect;Disconnect;web_01KEXN2JA9NY6BAMTGHP942CQ2;XK0d2f4vDoECILQ=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;85.153.201.176, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
14.01.2026;2026-01-14T09:53:22.016000Z;2026-01-14T09:53:27.133000Z;5;TRUE;post_switch_connect_disconnect;300;91;events;2;69676792ddad83b0e5091eec;69676797b5e4a8992403ae76;Connect;Disconnect;web_01KEXN2JA9NY6BAMTGHP942CQ2;XK0e1fCyjoECGPg=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;85.153.201.176, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
14.01.2026;2026-01-14T10:37:09.270000Z;2026-01-14T10:37:11.736000Z;2;TRUE;post_switch_connect_disconnect;300;92;events;2;696771d54968c0278407075a;696771d7dfdabf086307f42d;Connect;Disconnect;web_01KEXN2JA9NY6BAMTGHP942CQ2;XK65Td4UDoECFCA=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;85.153.201.176, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
15.01.2026;2026-01-15T05:59:01.937000Z;2026-01-15T05:59:04.423000Z;2;TRUE;post_switch_connect_disconnect;300;93;events;2;6968822542362dc8da069044;6968822861b790d1050e76ba;Connect;Disconnect;web_01KEXN2JA9NY6BAMTGHP942CQ2;XNlF6f4ADoECJ_A=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
15.01.2026;2026-01-15T06:28:31.257000Z;2026-01-15T06:28:35.851000Z;4;TRUE;post_switch_connect_disconnect;300;94;events;2;6968890f4d8a1e9d9304382f;6968891353bc9bdc630ceeb5;Connect;Disconnect;web_01KERB1H85DE4YAQFKGSFFW0JA;XNpaTem5joECEcQ=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
20.01.2026;2026-01-20T08:19:53.378000Z;2026-01-20T08:19:56.678000Z;3;TRUE;post_switch_connect_disconnect;300;95;events;2;696f3aa9832ae70563024508;696f3aac740593688501b80a;Connect;Disconnect;web_01KFD2V5E6ADQHV53GFZGVTC1D;XeYaNd8zjoECGwA=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
20.01.2026;2026-01-20T08:19:54.760000Z;2026-01-20T08:19:59.626000Z;4;TRUE;post_switch_connect_disconnect;300;96;events;2;696f3aaa15c7317a030112ec;696f3aaf3a1d622d750fc119;Connect;Disconnect;web_01KFD2V5E6ADQHV53GFZGVTC1D;XeYaqds2joECGBQ=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
6.03.2026;2026-03-06T07:12:06.453000Z;2026-03-06T07:12:09.427000Z;2;TRUE;post_switch_connect_disconnect;300;97;events;2;69aa7e46aface7f66b0eeb57;69aa7e49e717d1f3120adfaf;Connect;Disconnect;web_01KK0WSSNEV008GBYZKS4VJYXB;Zyiq9c9YDoECHAg=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
6.03.2026;2026-03-06T07:12:07.474000Z;2026-03-06T07:12:13.898000Z;6;TRUE;post_switch_connect_disconnect;300;98;events;2;69aa7e476bada808d50191cf;69aa7e4d08eea48711100080;Connect;Disconnect;web_01KK0WSSNEV008GBYZKS4VJYXB;ZyirKcJyjoECECw=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;
6.03.2026;2026-03-06T07:12:13.721000Z;2026-03-06T07:12:20.535000Z;6;TRUE;post_switch_connect_disconnect;300;99;events;2;69aa7e4d80ae7f7ee9072314;69aa7e54aa34e91db609c871;Connect;Disconnect;web_01KK0WSSNEV008GBYZKS4VJYXB;Zyir-dRGjoECJ5w=;firat.yuksel5;1361882;2452814;/;Chrome;OS X;;Macintosh;tr;;159.146.67.95, 52.49.233.136;Mozilla/5.0 (Macintosh;;;;;;